user_key,user_id,gender,age_group,country,city,registration_date,email_domain,is_premium
7026,USR007026,Male,55+,France,  ,31-10-2022,outlook.com,0
7027,USR007027,Female,18_24,UK,N/A,25-01-2021,hotmail.com,Yes
7028,USR007028,F,35-44,Canada,  ,03-07-2023,gmail.com,0
7029,USR007029,MALE,35-44,Canada,  ,01-07-2023,,yes
7030,USR007030,O,18_24,India,  ,24-07-2022,hotmail.com,0
7031,USR007031,other,18-24 ,Japan,,30-09-2022,yahoo.com,1
7032,USR007032,MALE,18-24,Australia,N/A,18-12-2022,yahoo.com,0
7033,USR007033,MALE,25-34,Brazil,,25-06-2020,yahoo.com,0
7034,USR007034,male,25-34,Australia,,05-07-2022,gmail.com,
7035,USR007035,M, 25-34,USA,  ,31-07-2019,,Yes
7036,USR007036,FEMALE,18_24,Australia,City_27,19-06-2023,gmail.com,yes
7037,USR007037,Other,18_24,India,,15-08-2019,outlook.com,
7038,USR007038,FEMALE,18-24,Canada,N/A,08-03-2023,outlook.com,NO
7039,USR007039,O,25 to 34,Australia,,29-09-2022,outlook.com,Yes
7040,USR007040,female,35-44,UK,  ,08-05-2019,outlook.com,0
7041,USR007041,FEMALE,18-24 ,Australia,  ,17-03-2023,yahoo.com,1
7042,USR007042,MALE,18-24 ,Brazil,City_10,26-11-2023,hotmail.com,
7043,USR007043,F,18-24,Germany,,23-01-2021,,1
7044,USR007044,F,35-44,France,  ,28-12-2020,gmail.com,1
7045,USR007045,Male,25-34,Japan,City_27,22-02-2023,hotmail.com,yes
7046,USR007046,Other,45-54,India,N/A,20-04-2021,hotmail.com,0
7047,USR007047,O,18-24,India,N/A,31-12-2019,gmail.com,0
7048,USR007048,F, 25-34,Mexico,N/A,31-08-2022,gmail.com,1
7049,USR007049,O,18-24,Japan,,13-09-2020,yahoo.com,1
7050,USR007050,female,25 to 34,Germany,N/A,27-05-2019,gmail.com,
7051,USR007051,F,18-24,Canada,,20-10-2019,hotmail.com,NO
7052,USR007052,Other, 25-34,UK,,15-05-2021,gmail.com,
7053,USR007053,O,25 to 34,Germany,City_45,13-09-2022,yahoo.com,0
7054,USR007054,Other,25-34,Brazil,City_19,15-04-2021,yahoo.com,0
7055,USR007055,Other,45-54,Australia,City_46,01-07-2021,outlook.com,1
7056,USR007056,,18-24,USA,City_31,11-05-2021,hotmail.com,1
7057,USR007057,,25 to 34,Canada,City_25,13-08-2022,outlook.com,1
7058,USR007058,other,18_24,Australia,,05-11-2021,gmail.com,0
7059,USR007059,O,25-34,UK,,23-02-2019,gmail.com,yes
7060,USR007060,Male,18-24,Germany,  ,29-05-2023,,1
7061,USR007061,,,USA,  ,18-08-2022,yahoo.com,yes
7062,USR007062,male,25 to 34,Germany,  ,12-03-2022,gmail.com,0
7063,USR007063,FEMALE, 25-34,Germany,N/A,22-08-2023,,NO
7064,USR007064,FEMALE,55+,Australia,N/A,27-06-2020,,0
7065,USR007065,Male,25 to 34,USA,,12-04-2019,gmail.com,0
7066,USR007066,MALE, 25-34,India,City_44,22-02-2023,,Yes
7067,USR007067,,,Mexico,,03-10-2020,,0
7068,USR007068,,45-54,Brazil,,10-03-2022,hotmail.com,0
7069,USR007069,F,,Brazil,City_31,03-04-2021,,0
7070,USR007070,O,25 to 34,USA,,10-09-2020,,0
7071,USR007071,Male,55+,Australia,City_44,17-09-2021,gmail.com,yes
7072,USR007072,,18-24 ,Brazil,,14-03-2019,,Yes
7073,USR007073,F,,UK,N/A,23-05-2020,gmail.com,0
7074,USR007074,,,Germany,N/A,15-02-2020,outlook.com,Yes
7075,USR007075,other,35-44,USA,N/A,18-05-2021,gmail.com,0
7076,USR007076,Male,,Australia,N/A,10-08-2023,hotmail.com,NO
7077,USR007077,MALE,18_24,Japan,N/A,30-06-2020,gmail.com,1
7078,USR007078,Female,18-24 ,Brazil,N/A,16-12-2019,,yes
7079,USR007079,FEMALE,45-54,Brazil,  ,20-09-2023,hotmail.com,Yes
7080,USR007080,F,35-44,USA,  ,14-08-2020,hotmail.com,NO
7081,USR007081,Female,55+,Germany,  ,22-09-2023,,Yes
7082,USR007082,Female,35-44,Canada,City_40,18-04-2023,hotmail.com,NO
7083,USR007083,FEMALE, 25-34,UK,  ,27-10-2020,,NO
7084,USR007084,M,55+,Canada,City_33,05-04-2023,,yes
7085,USR007085,F,35-44,Canada,  ,11-02-2020,,0
7086,USR007086,Female,18-24 ,Australia,  ,04-01-2023,,
7087,USR007087,Other,18-24,France,  ,16-11-2019,yahoo.com,
7088,USR007088,Male, 25-34,Japan,City_50,18-02-2019,gmail.com,
7089,USR007089,O,55+,Canada,City_7,30-05-2021,,1
7090,USR007090,,35-44,Australia,N/A,17-10-2020,gmail.com,yes
7091,USR007091,M,18-24,India,,08-07-2020,,0
7092,USR007092,FEMALE,,Australia,  ,08-10-2023,gmail.com,0
7093,USR007093,other, 25-34,Germany,,27-01-2023,gmail.com,0
7094,USR007094,FEMALE,18_24,Brazil,City_16,09-02-2023,gmail.com,0
7095,USR007095,male,45-54,Mexico,,05-04-2020,,0
7096,USR007096,O, 25-34,Brazil,,15-10-2019,outlook.com,0
7097,USR007097,,35-44,UK,City_13,15-04-2021,,yes
7098,USR007098,male,18-24 ,Mexico,  ,22-07-2022,gmail.com,0
7099,USR007099,M,45-54,India,City_44,18-05-2019,gmail.com,1
7100,USR007100,Other, 25-34,Brazil,  ,27-08-2020,hotmail.com,
7101,USR007101,O, 25-34,Australia,City_22,27-03-2020,outlook.com,0
7102,USR007102,, 25-34,USA,City_30,03-09-2020,hotmail.com,1
7103,USR007103,M,,Canada,N/A,14-11-2023,gmail.com,Yes
7104,USR007104,F,,Japan,City_17,01-05-2019,yahoo.com,NO
7105,USR007105,F,,Japan,,25-11-2022,yahoo.com,1
7106,USR007106,female, 25-34,USA,City_28,25-09-2022,gmail.com,1
7107,USR007107,FEMALE,,France,N/A,19-09-2023,gmail.com,NO
7108,USR007108,Male,18-24 ,France,City_19,19-04-2023,,1
7109,USR007109,M,18-24 ,Canada,City_21,01-09-2023,gmail.com,yes
7110,USR007110,FEMALE,18-24 ,India,  ,01-03-2020,gmail.com,1
7111,USR007111,Other, 25-34,USA,N/A,06-09-2021,gmail.com,1
7112,USR007112,O,35-44,Canada,,26-05-2019,gmail.com,NO
7113,USR007113,MALE,18_24,Mexico,N/A,08-12-2020,yahoo.com,yes
7114,USR007114,FEMALE,45-54,Mexico,,02-11-2019,outlook.com,0
7115,USR007115,male,45-54,Mexico,  ,21-09-2023,gmail.com,0
7116,USR007116,Female,45-54,Germany,,27-12-2022,outlook.com,yes
7117,USR007117,female,45-54,UK,N/A,29-06-2020,outlook.com,1
7118,USR007118,O,25 to 34,Brazil,City_16,25-01-2020,gmail.com,0
7119,USR007119,other,45-54,UK,  ,16-06-2023,hotmail.com,NO
7120,USR007120,O,25 to 34,India,N/A,03-09-2019,gmail.com,0
7121,USR007121,M,18-24 ,UK,  ,30-03-2019,outlook.com,0
7122,USR007122,O,,Brazil,,31-05-2022,,1
7123,USR007123,O,18_24,France,,14-05-2019,gmail.com,yes
7124,USR007124,male, 25-34,Germany,City_43,17-11-2020,hotmail.com,0
7125,USR007125,male,18-24 ,Canada,,16-10-2022,yahoo.com,NO
7126,USR007126,male,55+,Brazil,  ,24-09-2023,hotmail.com,yes
7127,USR007127,O,45-54,Brazil,,22-04-2021,yahoo.com,yes
7128,USR007128,FEMALE, 25-34,Brazil,N/A,28-12-2021,outlook.com,NO
7129,USR007129,other,35-44,USA,City_50,21-05-2020,yahoo.com,0
7130,USR007130,female,,Canada,  ,25-08-2022,yahoo.com,0
7131,USR007131,male,25-34,UK,,03-03-2019,yahoo.com,0
7132,USR007132,,18_24,Germany,  ,21-06-2022,hotmail.com,NO
7133,USR007133,O,,Brazil,City_34,18-02-2023,gmail.com,NO
7134,USR007134,F,55+,Japan,  ,17-01-2021,yahoo.com,0
7135,USR007135,O,25 to 34,Australia,  ,08-05-2020,,1
7136,USR007136,, 25-34,Japan,N/A,28-01-2023,gmail.com,
7137,USR007137,Other,18-24,Germany,  ,09-06-2019,gmail.com,Yes
7138,USR007138,M,45-54,France,City_40,11-03-2023,,yes
7139,USR007139,F,45-54,Australia,  ,17-01-2020,,0
7140,USR007140,,18-24 ,Mexico,N/A,01-12-2019,hotmail.com,0
7141,USR007141,F,18_24,Brazil,  ,14-01-2021,hotmail.com,1
7142,USR007142,Male,35-44,Canada,N/A,01-12-2019,hotmail.com,NO
7143,USR007143,M, 25-34,Mexico,  ,19-02-2023,,
7144,USR007144,female,18_24,India,,28-10-2023,hotmail.com,
7145,USR007145,Other, 25-34,UK,City_38,29-04-2023,gmail.com,0
7146,USR007146,other,35-44,Japan,  ,02-04-2021,,yes
7147,USR007147,M,,Brazil,  ,18-07-2020,outlook.com,0
7148,USR007148,M,18-24,France,  ,16-04-2022,gmail.com,1
7149,USR007149,M,45-54,Japan,N/A,28-06-2021,,NO
7150,USR007150,M, 25-34,Germany,  ,30-07-2020,gmail.com,0
7151,USR007151,O,25 to 34,Australia,  ,16-06-2021,gmail.com,0
7152,USR007152,Male,35-44,UK,City_32,29-01-2022,outlook.com,0
7153,USR007153,F,55+,Australia,N/A,07-08-2021,yahoo.com,
7154,USR007154,Female,25 to 34,France,N/A,07-05-2019,gmail.com,yes
7155,USR007155,Female,35-44,Mexico,  ,09-06-2021,gmail.com,
7156,USR007156,O, 25-34,India,City_49,16-06-2021,hotmail.com,0
7157,USR007157,FEMALE,25 to 34,Brazil,  ,25-08-2022,yahoo.com,1
7158,USR007158,Female,45-54,Canada,N/A,06-07-2022,gmail.com,
7159,USR007159,other,35-44,UK,,30-09-2022,gmail.com,1
7160,USR007160,M, 25-34,Germany,N/A,19-02-2021,gmail.com,0
7161,USR007161,male,18-24 ,France,  ,17-08-2020,gmail.com,
7162,USR007162,M,,Australia,,31-07-2020,gmail.com,
7163,USR007163,MALE,45-54,Brazil,City_33,01-12-2019,hotmail.com,0
7164,USR007164,Male,35-44,USA,  ,02-11-2021,outlook.com,yes
7165,USR007165,Other,,India,City_43,27-04-2021,gmail.com,Yes
7166,USR007166,Female,18-24 ,India,N/A,08-07-2022,gmail.com,yes
7167,USR007167,Male,25 to 34,Mexico,City_46,15-11-2023,gmail.com,
7168,USR007168,FEMALE,25 to 34,Japan,N/A,21-04-2020,gmail.com,
7169,USR007169,FEMALE,18_24,Germany,  ,17-03-2019,outlook.com,0
7170,USR007170,FEMALE,18-24,France,N/A,13-08-2021,gmail.com,1
7171,USR007171,,25-34,Japan,,11-09-2022,,
7172,USR007172,Male,25-34,Japan,N/A,18-02-2023,outlook.com,yes
7173,USR007173,Other,25-34,Canada,,03-03-2019,gmail.com,1
7174,USR007174,FEMALE,18-24,Brazil,  ,31-07-2021,hotmail.com,1
7175,USR007175,MALE,18-24,UK,N/A,09-12-2021,yahoo.com,NO
7176,USR007176,MALE,18-24,USA,,12-06-2019,gmail.com,0
7177,USR007177,Other,18-24 ,Australia,City_44,13-02-2023,,0
7178,USR007178,other,25-34,Brazil,  ,23-03-2019,hotmail.com,1
7179,USR007179,FEMALE,18-24 ,Germany,N/A,07-02-2023,gmail.com,0
7180,USR007180,FEMALE,18-24 ,Japan,,22-05-2019,outlook.com,Yes
7181,USR007181,F,45-54,Mexico,  ,10-02-2023,gmail.com,yes
7182,USR007182,FEMALE,35-44,Mexico,,17-03-2019,gmail.com,1
7183,USR007183,male,45-54,India,,12-08-2019,outlook.com,Yes
7184,USR007184,Other,55+,India,N/A,04-10-2019,gmail.com,0
7185,USR007185,Other,25-34,Mexico,  ,25-08-2020,yahoo.com,
7186,USR007186,Male,18-24 ,Germany,  ,15-09-2023,gmail.com,Yes
7187,USR007187,MALE,25 to 34,Canada,City_44,16-08-2020,gmail.com,0
7188,USR007188,,18-24 ,France,N/A,08-12-2021,outlook.com,0
7189,USR007189,Female,25 to 34,USA,City_34,29-04-2023,outlook.com,Yes
7190,USR007190,Other,,Brazil,  ,19-01-2019,hotmail.com,NO
7191,USR007191,other,,Australia,N/A,31-01-2021,hotmail.com,0
7192,USR007192,,18-24 ,India,  ,13-03-2021,gmail.com,1
7193,USR007193,MALE,35-44,Brazil,N/A,26-05-2022,gmail.com,Yes
7194,USR007194,Male,55+,Canada,N/A,04-08-2022,gmail.com,0
7195,USR007195,M,55+,Australia,N/A,31-08-2020,yahoo.com,1
7196,USR007196,M,25-34,USA,  ,21-09-2019,gmail.com,1
7197,USR007197,Male,18_24,Brazil,,03-08-2019,gmail.com,0
7198,USR007198,other,35-44,Germany,,19-08-2019,gmail.com,0
7199,USR007199,female,35-44,Canada,  ,22-02-2023,gmail.com,yes
7200,USR007200,Male,35-44,France,City_27,08-11-2021,yahoo.com,0
7201,USR007201,M, 25-34,France,  ,14-09-2021,hotmail.com,1
7202,USR007202,Male,25-34,Brazil,City_21,21-09-2020,outlook.com,NO
7203,USR007203,other,18_24,Brazil,N/A,07-01-2023,,Yes
7204,USR007204,Other,25 to 34,Germany,City_8,15-04-2022,hotmail.com,NO
7205,USR007205,Other, 25-34,Canada,,30-08-2022,gmail.com,
7206,USR007206,Female,35-44,India,  ,10-02-2019,,NO
7207,USR007207,female,18_24,Australia,,22-02-2019,gmail.com,1
7208,USR007208,male,18_24,Australia,,26-07-2020,,NO
7209,USR007209,Male,,USA,  ,08-06-2020,,Yes
7210,USR007210,male,55+,France,,11-04-2022,gmail.com,NO
7211,USR007211,F,45-54,Canada,N/A,23-05-2019,outlook.com,NO
7212,USR007212,M,25-34,Japan,N/A,20-08-2023,,NO
7213,USR007213,M,35-44,Australia,,22-04-2019,hotmail.com,1
7214,USR007214,other,,Brazil,,09-09-2022,,NO
7215,USR007215,Female,25-34,Australia,N/A,15-05-2023,hotmail.com,yes
7216,USR007216,Other,18-24,Canada,N/A,20-01-2023,,1
7217,USR007217,other,35-44,UK,  ,07-05-2019,yahoo.com,yes
7218,USR007218,O, 25-34,Australia,N/A,18-06-2021,outlook.com,Yes
7219,USR007219,O,,Germany,N/A,14-12-2019,gmail.com,0
7220,USR007220,Other, 25-34,Australia,  ,01-12-2022,,0
7221,USR007221,Other,,France,N/A,29-01-2020,outlook.com,yes
7222,USR007222,,35-44,USA,N/A,09-11-2022,yahoo.com,Yes
7223,USR007223,M,18-24,Japan,,27-05-2019,outlook.com,1
7224,USR007224,FEMALE,25 to 34,Brazil,N/A,08-02-2023,yahoo.com,0
7225,USR007225,O,18-24 ,USA,City_15,17-09-2023,yahoo.com,
7226,USR007226,Other,,France,,08-07-2023,gmail.com,yes
7227,USR007227,female,25 to 34,Japan,City_32,23-08-2020,outlook.com,Yes
7228,USR007228,Male,25 to 34,France,,13-03-2022,,0
7229,USR007229,male,35-44,Mexico,,21-12-2019,outlook.com,1
7230,USR007230,Female,,Mexico,  ,05-03-2019,gmail.com,1
7231,USR007231,female,18-24,India,City_37,03-08-2020,outlook.com,yes
7232,USR007232,female,,India,  ,10-03-2022,yahoo.com,1
7233,USR007233,F,25 to 34,UK,,15-05-2022,gmail.com,0
7234,USR007234,male,18-24 ,Canada,City_1,01-03-2020,gmail.com,0
7235,USR007235,F,18-24 ,Canada,N/A,03-02-2019,yahoo.com,0
7236,USR007236,,25-34,UK,N/A,31-12-2022,outlook.com,yes
7237,USR007237,male,18-24 ,Mexico,City_38,28-04-2021,gmail.com,1
7238,USR007238,Female,25-34,USA,N/A,15-08-2020,gmail.com,yes
7239,USR007239,FEMALE,35-44,India,,26-04-2019,,yes
7240,USR007240,M,35-44,France,City_7,26-06-2020,hotmail.com,
7241,USR007241,male,25 to 34,Brazil,N/A,25-06-2019,gmail.com,NO
7242,USR007242,O,55+,Japan,N/A,24-09-2019,hotmail.com,0
7243,USR007243,Female, 25-34,India,City_44,31-05-2019,yahoo.com,0
7244,USR007244,female,35-44,Canada,  ,01-05-2019,gmail.com,Yes
7245,USR007245,,25-34,France,  ,27-07-2021,gmail.com,Yes
7246,USR007246,F,45-54,Australia,N/A,24-03-2019,gmail.com,0
7247,USR007247,,18-24 ,India,N/A,06-10-2022,gmail.com,NO
7248,USR007248,MALE,55+,Brazil,,02-10-2023,,0
7249,USR007249,O,25-34,Germany,City_13,16-07-2020,,0
7250,USR007250,MALE,18-24 ,Japan,,03-11-2022,gmail.com,1
7251,USR007251,Other,25 to 34,Australia,N/A,28-02-2020,,NO
7252,USR007252,Male,,Australia,,03-06-2019,gmail.com,NO
7253,USR007253,male,18-24,India,  ,01-03-2019,gmail.com,0
7254,USR007254,Other,25 to 34,Japan,N/A,28-06-2023,outlook.com,1
7255,USR007255,O,25 to 34,India,N/A,13-12-2020,gmail.com,1
7256,USR007256,other, 25-34,Germany,  ,28-01-2021,gmail.com,0
7257,USR007257,,35-44,Germany,  ,29-05-2023,,0
7258,USR007258,male,18-24 ,Canada,City_5,20-01-2019,gmail.com,Yes
7259,USR007259,FEMALE,55+,Brazil,City_20,20-03-2020,gmail.com,NO
7260,USR007260,O,45-54,Australia,City_46,30-06-2019,gmail.com,1
7261,USR007261,O,18_24,Mexico,,16-01-2021,gmail.com,yes
7262,USR007262,Other,55+,France,,30-01-2023,gmail.com,NO
7263,USR007263,O,18_24,Germany,,05-12-2021,gmail.com,yes
7264,USR007264,Female,18-24,Germany,,17-11-2021,,NO
7265,USR007265,F,,India,,22-07-2021,,0
7266,USR007266,Other,18-24 ,Australia,N/A,30-01-2022,gmail.com,NO
7267,USR007267,female,35-44,Canada,N/A,10-10-2020,outlook.com,
7268,USR007268,Female,18-24,Canada,  ,21-03-2019,gmail.com,0
7269,USR007269,,45-54,Germany,,03-03-2021,gmail.com,NO
7270,USR007270,Other,55+,India,N/A,30-04-2021,outlook.com,Yes
7271,USR007271,Other,55+,Australia,City_6,01-02-2019,gmail.com,0
7272,USR007272,female,,Canada,,28-04-2023,gmail.com,0
7273,USR007273,M, 25-34,USA,,31-05-2021,outlook.com,yes
7274,USR007274,Other,18-24 ,France,City_35,30-06-2021,gmail.com,0
7275,USR007275,Other,18-24,UK,N/A,17-07-2023,outlook.com,0
7276,USR007276,FEMALE,55+,UK,  ,02-01-2021,gmail.com,1
7277,USR007277,,,UK,N/A,19-08-2022,gmail.com,0
7278,USR007278,O,25-34,Australia,City_9,26-08-2019,,1
7279,USR007279,other,18-24 ,Australia,  ,01-07-2020,outlook.com,NO
7280,USR007280,FEMALE,18_24,Canada,City_13,26-08-2019,gmail.com,0
7281,USR007281,FEMALE,18-24,Mexico,City_46,26-06-2020,gmail.com,1
7282,USR007282,M,35-44,Brazil,,05-12-2021,gmail.com,Yes
7283,USR007283,Other,25 to 34,USA,City_33,11-04-2020,gmail.com,NO
7284,USR007284,MALE,18-24,Mexico,N/A,08-12-2020,yahoo.com,0
7285,USR007285,O,25 to 34,India,City_39,28-05-2019,gmail.com,NO
7286,USR007286,Female,18-24,France,N/A,11-11-2020,outlook.com,1
7287,USR007287,MALE,55+,Canada,N/A,05-04-2021,hotmail.com,1
7288,USR007288,Male, 25-34,France,,13-02-2019,gmail.com,Yes
7289,USR007289,male,45-54,France,  ,06-03-2022,outlook.com,yes
7290,USR007290,Male,,Australia,,20-12-2020,gmail.com,yes
7291,USR007291,FEMALE, 25-34,Japan,City_33,04-09-2019,yahoo.com,0
7292,USR007292,other, 25-34,Germany,,28-06-2020,,
7293,USR007293,male,18-24,France,N/A,13-01-2023,gmail.com,0
7294,USR007294,O,55+,Japan,  ,27-09-2019,hotmail.com,NO
7295,USR007295,MALE, 25-34,Mexico,City_22,26-07-2021,yahoo.com,NO
7296,USR007296,Other,18-24 ,India,,29-08-2021,gmail.com,yes
7297,USR007297,F,18-24 ,Australia,N/A,16-04-2019,hotmail.com,0
7298,USR007298,F,18_24,Canada,City_40,04-11-2022,outlook.com,0
7299,USR007299,Male, 25-34,Germany,,16-11-2019,gmail.com,1
7300,USR007300,female, 25-34,Mexico,  ,14-05-2019,yahoo.com,yes
7301,USR007301,female,18-24 ,Australia,,02-12-2020,yahoo.com,
7302,USR007302,,35-44,Germany,  ,14-05-2023,gmail.com,NO
7303,USR007303,other,18-24 ,Brazil,  ,16-04-2020,hotmail.com,0
7304,USR007304,MALE,55+,UK,,10-01-2022,outlook.com,Yes
7305,USR007305,Male,18_24,France,City_43,06-03-2021,hotmail.com,Yes
7306,USR007306,other,45-54,Mexico,,24-08-2019,yahoo.com,0
7307,USR007307,MALE,,France,  ,03-08-2019,outlook.com,Yes
7308,USR007308,O,55+,Canada,  ,16-11-2020,gmail.com,0
7309,USR007309,Female,55+,Australia,N/A,08-09-2019,outlook.com,1
7310,USR007310,Female,25-34,India,  ,29-08-2019,gmail.com,Yes
7311,USR007311,male,,Japan,N/A,12-06-2019,yahoo.com,yes
7312,USR007312,Female,25-34,Japan,  ,23-12-2022,gmail.com,0
7313,USR007313,Female,18-24 ,India,,08-06-2021,,
7314,USR007314,,18_24,Brazil,  ,23-12-2019,gmail.com,1
7315,USR007315,,25-34,Mexico,N/A,07-11-2023,gmail.com,1
7316,USR007316,female,18-24,UK,City_36,24-01-2023,yahoo.com,0
7317,USR007317,Male,35-44,UK,City_30,22-08-2021,outlook.com,yes
7318,USR007318,male,25-34,USA,N/A,29-09-2023,outlook.com,NO
7319,USR007319,other,45-54,Canada,,17-07-2019,yahoo.com,yes
7320,USR007320,female,25-34,India,  ,08-06-2020,,1
7321,USR007321,female,35-44,Brazil,City_35,01-03-2020,gmail.com,0
7322,USR007322,F,18-24 ,France,  ,19-03-2023,hotmail.com,yes
7323,USR007323,O,25-34,Australia,,27-01-2021,gmail.com,0
7324,USR007324,Other,35-44,USA,,16-06-2022,gmail.com,0
7325,USR007325,Other,25 to 34,France,City_1,30-01-2020,outlook.com,0
7326,USR007326,Male,45-54,Australia,City_21,23-06-2020,yahoo.com,NO
7327,USR007327,M,25-34,Canada,N/A,18-08-2019,outlook.com,Yes
7328,USR007328,MALE,25-34,India,N/A,15-03-2019,gmail.com,yes
7329,USR007329,female,18-24,Australia,  ,15-03-2021,,Yes
7330,USR007330,female,18-24,Australia,City_37,04-08-2019,gmail.com,0
7331,USR007331,other,18-24 ,Germany,N/A,18-08-2022,hotmail.com,0
7332,USR007332,FEMALE,25 to 34,UK,City_47,22-10-2023,outlook.com,0
7333,USR007333,FEMALE,25-34,India,  ,13-05-2021,gmail.com,0
7334,USR007334,Male,35-44,USA,N/A,28-10-2020,gmail.com,Yes
7335,USR007335,other,25 to 34,Australia,,22-01-2019,outlook.com,yes
7336,USR007336,M,,UK,,17-07-2022,yahoo.com,1
7337,USR007337,FEMALE,18-24 ,Mexico,N/A,05-06-2020,outlook.com,0
7338,USR007338,M,25-34,India,  ,29-11-2022,gmail.com,0
7339,USR007339,other,25 to 34,Canada,  ,24-11-2023,yahoo.com,0
7340,USR007340,FEMALE,25-34,Germany,City_46,18-10-2021,,NO
7341,USR007341,,18-24,Mexico,  ,18-01-2020,gmail.com,NO
7342,USR007342,female,35-44,Mexico,  ,12-10-2020,gmail.com,0
7343,USR007343,FEMALE,45-54,UK,  ,13-12-2020,gmail.com,0
7344,USR007344,F,25-34,France,  ,17-03-2020,gmail.com,Yes
7345,USR007345,O,35-44,Mexico,  ,06-09-2019,gmail.com,0
7346,USR007346,Male,25-34,USA,N/A,06-10-2023,gmail.com,yes
7347,USR007347,,25-34,Mexico,N/A,02-12-2022,hotmail.com,NO
7348,USR007348,Female,18-24,France,,15-03-2019,,NO
7349,USR007349,Other, 25-34,UK,N/A,14-10-2021,gmail.com,yes
7350,USR007350,O,45-54,Canada,  ,14-02-2020,outlook.com,Yes
7351,USR007351,other,45-54,USA,City_2,19-10-2021,gmail.com,0
7352,USR007352,female,18-24,France,City_46,02-06-2019,gmail.com,
7353,USR007353,,25-34,UK,  ,18-01-2020,yahoo.com,Yes
7354,USR007354,, 25-34,Australia,  ,26-10-2019,hotmail.com,Yes
7355,USR007355,Male,18-24 ,Japan,N/A,15-01-2019,gmail.com,1
7356,USR007356,MALE,18_24,Germany,N/A,17-06-2021,gmail.com,Yes
7357,USR007357,Other,45-54,Germany,,25-10-2019,hotmail.com,1
7358,USR007358,other,,Canada,,21-10-2020,,
7359,USR007359,female,45-54,USA,  ,11-02-2023,gmail.com,1
7360,USR007360,female,,Canada,,07-03-2019,yahoo.com,0
7361,USR007361,male,25 to 34,India,City_25,22-01-2022,gmail.com,1
7362,USR007362,M,35-44,France,  ,20-08-2022,,1
7363,USR007363,Female,,Australia,,19-09-2020,gmail.com,1
7364,USR007364,Male,55+,Brazil,N/A,19-10-2020,,0
7365,USR007365,female,25 to 34,Mexico,N/A,25-07-2023,gmail.com,Yes
7366,USR007366,F,18-24,Brazil,City_25,23-01-2023,,1
7367,USR007367,other,,UK,  ,12-03-2023,gmail.com,0
7368,USR007368,,35-44,Australia,,29-12-2019,yahoo.com,0
7369,USR007369,M,18_24,Mexico,City_27,07-09-2020,yahoo.com,Yes
7370,USR007370,Other,18-24,Brazil,N/A,10-02-2019,outlook.com,1
7371,USR007371,Other,25-34,UK,City_35,28-01-2022,gmail.com,0
7372,USR007372,F,35-44,India,,25-11-2021,gmail.com,0
7373,USR007373,M,45-54,Germany,,13-06-2021,hotmail.com,0
7374,USR007374,Other,55+,Mexico,,12-01-2023,hotmail.com,0
7375,USR007375,male,35-44,France,,09-06-2023,gmail.com,1
7376,USR007376,Female,18_24,Germany,City_36,12-03-2019,outlook.com,1
7377,USR007377,O,25 to 34,USA,,23-02-2023,yahoo.com,1
7378,USR007378,female,45-54,Germany,N/A,02-06-2022,gmail.com,0
7379,USR007379,O,25-34,Japan,N/A,27-05-2021,gmail.com,1
7380,USR007380,Male,25-34,Brazil,,12-10-2022,,0
7381,USR007381,Female,45-54,Mexico,,29-04-2022,gmail.com,0
7382,USR007382,F,35-44,India,,20-09-2019,,0
7383,USR007383,male,18-24 ,USA,N/A,12-10-2020,gmail.com,0
7384,USR007384,FEMALE,45-54,Brazil,  ,18-04-2023,hotmail.com,0
7385,USR007385,MALE,35-44,Japan,  ,16-04-2020,gmail.com,1
7386,USR007386,female, 25-34,Mexico,,23-07-2023,yahoo.com,1
7387,USR007387,FEMALE,25 to 34,Mexico,  ,25-04-2020,gmail.com,yes
7388,USR007388,Female,55+,Australia,N/A,14-04-2021,,Yes
7389,USR007389,MALE,25 to 34,Canada,N/A,21-03-2019,gmail.com,Yes
7390,USR007390,, 25-34,India,City_41,23-07-2019,gmail.com,1
7391,USR007391,Female,18_24,Australia,City_38,08-10-2022,hotmail.com,0
7392,USR007392,M,55+,Mexico,N/A,31-01-2019,,NO
7393,USR007393,male,45-54,UK,  ,07-04-2022,gmail.com,0
7394,USR007394,female, 25-34,USA,  ,15-02-2023,gmail.com,1
7395,USR007395,Male,55+,Mexico,N/A,03-09-2022,,Yes
7396,USR007396,MALE,18-24 ,Japan,N/A,09-06-2022,hotmail.com,Yes
7397,USR007397,male,45-54,France,  ,23-03-2022,gmail.com,1
7398,USR007398,FEMALE,18_24,Canada,N/A,01-05-2020,yahoo.com,1
7399,USR007399,,18-24,Germany,,21-05-2023,outlook.com,
7400,USR007400,Male,55+,India,,02-06-2019,gmail.com,0
7401,USR007401,FEMALE,55+,Japan,N/A,03-09-2023,gmail.com,
7402,USR007402,,35-44,Brazil,City_17,20-11-2023,gmail.com,yes
7403,USR007403,M,25-34,Mexico,  ,24-04-2022,gmail.com,0
7404,USR007404,MALE,18-24,France,N/A,21-07-2019,gmail.com,1
7405,USR007405,female,25-34,UK,N/A,03-05-2023,outlook.com,yes
7406,USR007406,FEMALE,,Brazil,,15-12-2022,,0
7407,USR007407,O,18-24 ,Germany,City_46,11-09-2023,gmail.com,NO
7408,USR007408,,18-24,France,  ,04-07-2020,gmail.com,yes
7409,USR007409,Female,25 to 34,France,N/A,02-05-2023,hotmail.com,Yes
